x-axis,1,2,3
+30.42000E-03,+2.31875002E+00,+875.00000E-03,+1.03699994E+00
+30.43000E-03,+2.50625002E+00,+1.50000000E+00,+1.78699994E+00
+30.44000E-03,+2.22500002E+00,+2.18750000E+00,+2.38074994E+00
+30.45000E-03,+1.63125002E+00,+2.59375000E+00,+2.63074994E+00
+30.46000E-03,+1.00625002E+00,+2.43750000E+00,+2.28699994E+00
+30.47000E-03,+725.00002E-03,+1.87500000E+00,+1.59949994E+00
+30.48000E-03,+912.50002E-03,+1.12500000E+00,+911.99994E-03
+30.49000E-03,+1.56875002E+00,+718.75000E-03,+630.74994E-03
+30.50000E-03,+2.16250002E+00,+750.00000E-03,+911.99994E-03
+30.51000E-03,+2.44375002E+00,+1.31250000E+00,+1.56824994E+00
+30.52000E-03,+2.31875002E+00,+2.06250000E+00,+2.25574994E+00
+30.53000E-03,+1.75625002E+00,+2.50000000E+00,+2.63074994E+00
+30.54000E-03,+1.10000002E+00,+2.46875000E+00,+2.44324994E+00
+30.55000E-03,+756.25002E-03,+2.00000000E+00,+1.75574994E+00
+30.56000E-03,+881.25002E-03,+1.28125000E+00,+1.03699994E+00
+30.57000E-03,+1.47500002E+00,+812.50000E-03,+661.99994E-03
+30.58000E-03,+2.10000002E+00,+718.75000E-03,+818.24994E-03
+30.59000E-03,+2.44375002E+00,+1.18750000E+00,+1.47449994E+00
+30.60000E-03,+2.38125002E+00,+1.90625000E+00,+2.13074994E+00
+30.61000E-03,+1.81875002E+00,+2.46875000E+00,+2.56824994E+00
+30.62000E-03,+1.16250002E+00,+2.50000000E+00,+2.47449994E+00
+30.63000E-03,+756.25002E-03,+2.06250000E+00,+1.84949994E+00
+30.64000E-03,+850.00002E-03,+1.34375000E+00,+1.13074994E+00
+30.65000E-03,+1.41250002E+00,+812.50000E-03,+693.24994E-03
+30.66000E-03,+2.10000002E+00,+750.00000E-03,+786.99994E-03
+30.67000E-03,+2.50625002E+00,+1.18750000E+00,+1.41199994E+00
+30.68000E-03,+2.41250002E+00,+1.87500000E+00,+2.13074994E+00
+30.69000E-03,+1.81875002E+00,+2.40625000E+00,+2.59949994E+00
+30.70000E-03,+1.13125002E+00,+2.50000000E+00,+2.44324994E+00
+30.71000E-03,+725.00002E-03,+2.09375000E+00,+1.84949994E+00
+30.72000E-03,+881.25002E-03,+1.37500000E+00,+1.09949994E+00
+30.73000E-03,+1.41250002E+00,+843.75000E-03,+724.49994E-03
+30.74000E-03,+2.10000002E+00,+781.25000E-03,+849.49994E-03
+30.75000E-03,+2.53750002E+00,+1.15625000E+00,+1.41199994E+00
+30.76000E-03,+2.35000002E+00,+1.90625000E+00,+2.16199994E+00
+30.77000E-03,+1.75625002E+00,+2.43750000E+00,+2.53699994E+00
+30.78000E-03,+1.06875002E+00,+2.43750000E+00,+2.41199994E+00
+30.79000E-03,+725.00002E-03,+2.00000000E+00,+1.78699994E+00
+30.80000E-03,+881.25002E-03,+1.28125000E+00,+1.06824994E+00
+30.81000E-03,+1.53750002E+00,+812.50000E-03,+724.49994E-03
+30.82000E-03,+2.19375002E+00,+812.50000E-03,+911.99994E-03
+30.83000E-03,+2.50625002E+00,+1.28125000E+00,+1.59949994E+00
+30.84000E-03,+2.25625002E+00,+2.00000000E+00,+2.25574994E+00
+30.85000E-03,+1.60000002E+00,+2.43750000E+00,+2.53699994E+00
+30.86000E-03,+975.00002E-03,+2.43750000E+00,+2.31824994E+00
+30.87000E-03,+693.75002E-03,+1.87500000E+00,+1.63074994E+00
+30.88000E-03,+1.03750002E+00,+1.18750000E+00,+974.49994E-03
+30.89000E-03,+1.69375002E+00,+812.50000E-03,+724.49994E-03
+30.90000E-03,+2.31875002E+00,+875.00000E-03,+1.03699994E+00
+30.91000E-03,+2.47500002E+00,+1.50000000E+00,+1.69324994E+00
+30.92000E-03,+2.10000002E+00,+2.12500000E+00,+2.34949994E+00
+30.93000E-03,+1.38125002E+00,+2.50000000E+00,+2.50574994E+00
+30.94000E-03,+818.75002E-03,+2.34375000E+00,+2.13074994E+00
+30.95000E-03,+756.25002E-03,+1.71875000E+00,+1.47449994E+00
+30.96000E-03,+1.22500002E+00,+1.03125000E+00,+849.49994E-03
+30.97000E-03,+1.94375002E+00,+781.25000E-03,+755.74994E-03
+30.98000E-03,+2.44375002E+00,+1.03125000E+00,+1.25574994E+00
+30.99000E-03,+2.44375002E+00,+1.65625000E+00,+1.91199994E+00
+31.00000E-03,+1.88125002E+00,+2.25000000E+00,+2.41199994E+00
+31.01000E-03,+1.19375002E+00,+2.46875000E+00,+2.44324994E+00
+31.02000E-03,+725.00002E-03,+2.12500000E+00,+1.94324994E+00
+31.03000E-03,+912.50002E-03,+1.50000000E+00,+1.22449994E+00
+31.04000E-03,+1.47500002E+00,+875.00000E-03,+755.74994E-03
+31.05000E-03,+2.16250002E+00,+812.50000E-03,+880.74994E-03
+31.06000E-03,+2.50625002E+00,+1.25000000E+00,+1.47449994E+00
+31.07000E-03,+2.25625002E+00,+1.93750000E+00,+2.19324994E+00
+31.08000E-03,+1.56875002E+00,+2.37500000E+00,+2.50574994E+00
+31.09000E-03,+912.50002E-03,+2.37500000E+00,+2.28699994E+00
+31.10000E-03,+725.00002E-03,+1.84375000E+00,+1.63074994E+00
+31.11000E-03,+1.06875002E+00,+1.18750000E+00,+1.00574994E+00
+31.12000E-03,+1.81875002E+00,+812.50000E-03,+786.99994E-03
+31.13000E-03,+2.38125002E+00,+1.00000000E+00,+1.13074994E+00
+31.14000E-03,+2.44375002E+00,+1.56250000E+00,+1.81824994E+00
+31.15000E-03,+1.91250002E+00,+2.18750000E+00,+2.38074994E+00
+31.16000E-03,+1.22500002E+00,+2.43750000E+00,+2.44324994E+00
+31.17000E-03,+725.00002E-03,+2.15625000E+00,+1.97449994E+00
+31.18000E-03,+881.25002E-03,+1.50000000E+00,+1.28699994E+00
+31.19000E-03,+1.47500002E+00,+1.00000000E+00,+849.49994E-03
+31.20000E-03,+2.19375002E+00,+875.00000E-03,+911.99994E-03
+31.21000E-03,+2.50625002E+00,+1.25000000E+00,+1.50574994E+00
+31.22000E-03,+2.19375002E+00,+1.93750000E+00,+2.13074994E+00
+31.23000E-03,+1.56875002E+00,+2.37500000E+00,+2.50574994E+00
+31.24000E-03,+881.25002E-03,+2.34375000E+00,+2.22449994E+00
+31.25000E-03,+756.25002E-03,+1.81250000E+00,+1.59949994E+00
+31.26000E-03,+1.16250002E+00,+1.18750000E+00,+974.49994E-03
+31.27000E-03,+1.91250002E+00,+843.75000E-03,+818.24994E-03
+31.28000E-03,+2.44375002E+00,+1.06250000E+00,+1.22449994E+00
+31.29000E-03,+2.41250002E+00,+1.62500000E+00,+1.88074994E+00
+31.30000E-03,+1.81875002E+00,+2.25000000E+00,+2.38074994E+00
+31.31000E-03,+1.10000002E+00,+2.40625000E+00,+2.34949994E+00
+31.32000E-03,+725.00002E-03,+2.09375000E+00,+1.84949994E+00
+31.33000E-03,+943.75002E-03,+1.40625000E+00,+1.16199994E+00
+31.34000E-03,+1.69375002E+00,+906.25000E-03,+849.49994E-03
+31.35000E-03,+2.28750002E+00,+906.25000E-03,+1.03699994E+00
+31.36000E-03,+2.47500002E+00,+1.40625000E+00,+1.66199994E+00
+31.37000E-03,+2.06875002E+00,+2.06250000E+00,+2.28699994E+00
+31.38000E-03,+1.25625002E+00,+2.37500000E+00,+2.44324994E+00
+31.39000E-03,+787.50002E-03,+2.18750000E+00,+2.06824994E+00
+31.40000E-03,+850.00002E-03,+1.59375000E+00,+1.34949994E+00
+31.41000E-03,+1.47500002E+00,+1.03125000E+00,+911.99994E-03
+31.42000E-03,+2.19375002E+00,+875.00000E-03,+911.99994E-03
+31.43000E-03,+2.50625002E+00,+1.21875000E+00,+1.47449994E+00
+31.44000E-03,+2.19375002E+00,+1.90625000E+00,+2.13074994E+00
+31.45000E-03,+1.47500002E+00,+2.34375000E+00,+2.44324994E+00
+31.46000E-03,+818.75002E-03,+2.28125000E+00,+2.16199994E+00
+31.47000E-03,+756.25002E-03,+1.75000000E+00,+1.53699994E+00
+31.48000E-03,+1.22500002E+00,+1.12500000E+00,+943.24994E-03
+31.49000E-03,+2.06875002E+00,+906.25000E-03,+911.99994E-03
+31.50000E-03,+2.44375002E+00,+1.15625000E+00,+1.31824994E+00
+31.51000E-03,+2.28750002E+00,+1.81250000E+00,+2.00574994E+00
+31.52000E-03,+1.60000002E+00,+2.28125000E+00,+2.41199994E+00
+31.53000E-03,+912.50002E-03,+2.34375000E+00,+2.22449994E+00
+31.54000E-03,+725.00002E-03,+1.87500000E+00,+1.59949994E+00
+31.55000E-03,+1.16250002E+00,+1.25000000E+00,+1.03699994E+00
+31.56000E-03,+1.91250002E+00,+906.25000E-03,+880.74994E-03
+31.57000E-03,+2.47500002E+00,+1.09375000E+00,+1.22449994E+00
+31.58000E-03,+2.35000002E+00,+1.65625000E+00,+1.91199994E+00
+31.59000E-03,+1.72500002E+00,+2.18750000E+00,+2.34949994E+00
+31.60000E-03,+1.00625002E+00,+2.31250000E+00,+2.28699994E+00
+31.61000E-03,+725.00002E-03,+1.93750000E+00,+1.75574994E+00
+31.62000E-03,+1.06875002E+00,+1.28125000E+00,+1.09949994E+00
+31.63000E-03,+1.88125002E+00,+906.25000E-03,+880.74994E-03
+31.64000E-03,+2.44375002E+00,+1.06250000E+00,+1.22449994E+00
+31.65000E-03,+2.38125002E+00,+1.62500000E+00,+1.84949994E+00
+31.66000E-03,+1.72500002E+00,+2.18750000E+00,+2.34949994E+00
+31.67000E-03,+1.00625002E+00,+2.34375000E+00,+2.28699994E+00
+31.68000E-03,+693.75002E-03,+2.00000000E+00,+1.75574994E+00
+31.69000E-03,+1.10000002E+00,+1.34375000E+00,+1.13074994E+00
+31.70000E-03,+1.85000002E+00,+937.50000E-03,+880.74994E-03
+31.71000E-03,+2.41250002E+00,+1.03125000E+00,+1.16199994E+00
+31.72000E-03,+2.38125002E+00,+1.56250000E+00,+1.81824994E+00
+31.73000E-03,+1.78750002E+00,+2.15625000E+00,+2.28699994E+00
+31.74000E-03,+1.00625002E+00,+2.31250000E+00,+2.28699994E+00
+31.75000E-03,+756.25002E-03,+1.96875000E+00,+1.78699994E+00
+31.76000E-03,+1.10000002E+00,+1.34375000E+00,+1.16199994E+00
+31.77000E-03,+1.85000002E+00,+937.50000E-03,+849.49994E-03
+31.78000E-03,+2.41250002E+00,+1.03125000E+00,+1.19324994E+00
+31.79000E-03,+2.38125002E+00,+1.59375000E+00,+1.81824994E+00
+31.80000E-03,+1.72500002E+00,+2.12500000E+00,+2.31824994E+00
+31.81000E-03,+1.00625002E+00,+2.34375000E+00,+2.28699994E+00
+31.82000E-03,+725.00002E-03,+1.96875000E+00,+1.75574994E+00
+31.83000E-03,+1.13125002E+00,+1.34375000E+00,+1.13074994E+00
+31.84000E-03,+1.88125002E+00,+937.50000E-03,+911.99994E-03
+31.85000E-03,+2.44375002E+00,+1.06250000E+00,+1.19324994E+00
+31.86000E-03,+2.35000002E+00,+1.62500000E+00,+1.84949994E+00
+31.87000E-03,+1.66250002E+00,+2.18750000E+00,+2.31824994E+00
+31.88000E-03,+975.00002E-03,+2.34375000E+00,+2.25574994E+00
+31.89000E-03,+725.00002E-03,+1.90625000E+00,+1.69324994E+00
+31.90000E-03,+1.22500002E+00,+1.28125000E+00,+1.13074994E+00
+31.91000E-03,+1.97500002E+00,+937.50000E-03,+943.24994E-03
+31.92000E-03,+2.47500002E+00,+1.12500000E+00,+1.31824994E+00
+31.93000E-03,+2.28750002E+00,+1.71875000E+00,+1.91199994E+00
+31.94000E-03,+1.60000002E+00,+2.21875000E+00,+2.31824994E+00
+31.95000E-03,+850.00002E-03,+2.25000000E+00,+2.16199994E+00
+31.96000E-03,+725.00002E-03,+1.81250000E+00,+1.59949994E+00
+31.97000E-03,+1.31875002E+00,+1.25000000E+00,+1.03699994E+00
+31.98000E-03,+2.10000002E+00,+968.75000E-03,+974.49994E-03
+31.99000E-03,+2.53750002E+00,+1.21875000E+00,+1.38074994E+00
+32.00000E-03,+2.22500002E+00,+1.78125000E+00,+2.03699994E+00
+32.01000E-03,+1.44375002E+00,+2.28125000E+00,+2.38074994E+00
+32.02000E-03,+818.75002E-03,+2.21875000E+00,+2.09949994E+00
+32.03000E-03,+787.50002E-03,+1.71875000E+00,+1.50574994E+00
+32.04000E-03,+1.47500002E+00,+1.12500000E+00,+1.00574994E+00
+32.05000E-03,+2.25625002E+00,+968.75000E-03,+1.00574994E+00
+32.06000E-03,+2.47500002E+00,+1.31250000E+00,+1.50574994E+00
+32.07000E-03,+2.03750002E+00,+1.90625000E+00,+2.13074994E+00
+32.08000E-03,+1.22500002E+00,+2.25000000E+00,+2.31824994E+00
+32.09000E-03,+756.25002E-03,+2.12500000E+00,+1.97449994E+00
+32.10000E-03,+912.50002E-03,+1.56250000E+00,+1.34949994E+00
+32.11000E-03,+1.69375002E+00,+1.06250000E+00,+974.49994E-03
+32.12000E-03,+2.35000002E+00,+1.00000000E+00,+1.13074994E+00
+32.13000E-03,+2.44375002E+00,+1.46875000E+00,+1.69324994E+00
+32.14000E-03,+1.85000002E+00,+2.09375000E+00,+2.19324994E+00
+32.15000E-03,+1.06875002E+00,+2.28125000E+00,+2.25574994E+00
+32.16000E-03,+693.75002E-03,+1.96875000E+00,+1.81824994E+00
+32.17000E-03,+1.10000002E+00,+1.40625000E+00,+1.19324994E+00
+32.18000E-03,+1.94375002E+00,+1.03125000E+00,+943.24994E-03
+32.19000E-03,+2.47500002E+00,+1.15625000E+00,+1.28699994E+00
+32.20000E-03,+2.28750002E+00,+1.65625000E+00,+1.88074994E+00
+32.21000E-03,+1.56875002E+00,+2.18750000E+00,+2.28699994E+00
+32.22000E-03,+881.25002E-03,+2.25000000E+00,+2.13074994E+00
+32.23000E-03,+756.25002E-03,+1.78125000E+00,+1.63074994E+00
+32.24000E-03,+1.35000002E+00,+1.21875000E+00,+1.06824994E+00
+32.25000E-03,+2.16250002E+00,+1.03125000E+00,+1.00574994E+00
+32.26000E-03,+2.53750002E+00,+1.25000000E+00,+1.47449994E+00
+32.27000E-03,+2.06875002E+00,+1.81250000E+00,+2.03699994E+00
+32.28000E-03,+1.28750002E+00,+2.28125000E+00,+2.28699994E+00
+32.29000E-03,+756.25002E-03,+2.12500000E+00,+2.03699994E+00
+32.30000E-03,+881.25002E-03,+1.59375000E+00,+1.41199994E+00
+32.31000E-03,+1.69375002E+00,+1.09375000E+00,+1.03699994E+00
+32.32000E-03,+2.41250002E+00,+1.03125000E+00,+1.13074994E+00
+32.33000E-03,+2.41250002E+00,+1.50000000E+00,+1.66199994E+00
+32.34000E-03,+1.81875002E+00,+2.06250000E+00,+2.19324994E+00
+32.35000E-03,+1.00625002E+00,+2.25000000E+00,+2.25574994E+00
+32.36000E-03,+725.00002E-03,+1.96875000E+00,+1.78699994E+00
+32.37000E-03,+1.16250002E+00,+1.40625000E+00,+1.22449994E+00
+32.38000E-03,+1.97500002E+00,+1.00000000E+00,+974.49994E-03
+32.39000E-03,+2.50625002E+00,+1.15625000E+00,+1.31824994E+00
+32.40000E-03,+2.22500002E+00,+1.71875000E+00,+1.94324994E+00
+32.41000E-03,+1.47500002E+00,+2.15625000E+00,+2.28699994E+00
+32.42000E-03,+787.50002E-03,+2.15625000E+00,+2.13074994E+00
+32.43000E-03,+850.00002E-03,+1.68750000E+00,+1.50574994E+00
+32.44000E-03,+1.53750002E+00,+1.18750000E+00,+1.03699994E+00
+32.45000E-03,+2.31875002E+00,+1.03125000E+00,+1.09949994E+00
+32.46000E-03,+2.47500002E+00,+1.37500000E+00,+1.59949994E+00
+32.47000E-03,+1.91250002E+00,+1.93750000E+00,+2.16199994E+00
+32.48000E-03,+1.13125002E+00,+2.25000000E+00,+2.22449994E+00
+32.49000E-03,+756.25002E-03,+2.00000000E+00,+1.84949994E+00
+32.50000E-03,+1.13125002E+00,+1.40625000E+00,+1.22449994E+00
+32.51000E-03,+1.94375002E+00,+1.06250000E+00,+1.00574994E+00
+32.52000E-03,+2.47500002E+00,+1.15625000E+00,+1.31824994E+00
+32.53000E-03,+2.25625002E+00,+1.68750000E+00,+1.88074994E+00
+32.54000E-03,+1.50625002E+00,+2.18750000E+00,+2.25574994E+00
+32.55000E-03,+787.50002E-03,+2.18750000E+00,+2.06824994E+00
+32.56000E-03,+818.75002E-03,+1.68750000E+00,+1.50574994E+00
+32.57000E-03,+1.56875002E+00,+1.15625000E+00,+1.03699994E+00
+32.58000E-03,+2.28750002E+00,+1.03125000E+00,+1.09949994E+00
+32.59000E-03,+2.44375002E+00,+1.40625000E+00,+1.63074994E+00
+32.60000E-03,+1.88125002E+00,+1.93750000E+00,+2.09949994E+00
+32.61000E-03,+1.06875002E+00,+2.18750000E+00,+2.22449994E+00
+32.62000E-03,+725.00002E-03,+1.93750000E+00,+1.75574994E+00
+32.63000E-03,+1.16250002E+00,+1.43750000E+00,+1.25574994E+00
+32.64000E-03,+2.00625002E+00,+1.03125000E+00,+1.03699994E+00
+32.65000E-03,+2.47500002E+00,+1.21875000E+00,+1.31824994E+00
+32.66000E-03,+2.16250002E+00,+1.75000000E+00,+1.94324994E+00
+32.67000E-03,+1.38125002E+00,+2.15625000E+00,+2.25574994E+00
+32.68000E-03,+725.00002E-03,+2.09375000E+00,+2.03699994E+00
+32.69000E-03,+881.25002E-03,+1.62500000E+00,+1.44324994E+00
+32.70000E-03,+1.69375002E+00,+1.12500000E+00,+1.03699994E+00
+32.71000E-03,+2.38125002E+00,+1.09375000E+00,+1.16199994E+00
+32.72000E-03,+2.41250002E+00,+1.53125000E+00,+1.72449994E+00
+32.73000E-03,+1.69375002E+00,+2.03125000E+00,+2.16199994E+00
+32.74000E-03,+881.25002E-03,+2.18750000E+00,+2.19324994E+00
+32.75000E-03,+756.25002E-03,+1.84375000E+00,+1.69324994E+00
+32.76000E-03,+1.35000002E+00,+1.31250000E+00,+1.13074994E+00
+32.77000E-03,+2.16250002E+00,+1.03125000E+00,+1.03699994E+00
+32.78000E-03,+2.50625002E+00,+1.31250000E+00,+1.47449994E+00
+32.79000E-03,+2.03750002E+00,+1.84375000E+00,+2.06824994E+00
+32.80000E-03,+1.16250002E+00,+2.18750000E+00,+2.25574994E+00
+32.81000E-03,+725.00002E-03,+2.03125000E+00,+1.91199994E+00
+32.82000E-03,+1.10000002E+00,+1.50000000E+00,+1.31824994E+00
+32.83000E-03,+1.97500002E+00,+1.06250000E+00,+1.03699994E+00
+32.84000E-03,+2.47500002E+00,+1.18750000E+00,+1.31824994E+00
+32.85000E-03,+2.25625002E+00,+1.65625000E+00,+1.91199994E+00
+32.86000E-03,+1.44375002E+00,+2.09375000E+00,+2.22449994E+00
+32.87000E-03,+756.25002E-03,+2.15625000E+00,+2.03699994E+00
+32.88000E-03,+881.25002E-03,+1.65625000E+00,+1.47449994E+00
+32.89000E-03,+1.69375002E+00,+1.15625000E+00,+1.06824994E+00
+32.90000E-03,+2.41250002E+00,+1.09375000E+00,+1.19324994E+00
+32.91000E-03,+2.41250002E+00,+1.50000000E+00,+1.69324994E+00
+32.92000E-03,+1.66250002E+00,+2.00000000E+00,+2.16199994E+00
+32.93000E-03,+881.25002E-03,+2.15625000E+00,+2.16199994E+00
+32.94000E-03,+787.50002E-03,+1.84375000E+00,+1.66199994E+00
+32.95000E-03,+1.41250002E+00,+1.34375000E+00,+1.16199994E+00
+32.96000E-03,+2.28750002E+00,+1.09375000E+00,+1.09949994E+00
+32.97000E-03,+2.44375002E+00,+1.34375000E+00,+1.56824994E+00
+32.98000E-03,+1.94375002E+00,+1.87500000E+00,+2.13074994E+00
+32.99000E-03,+1.06875002E+00,+2.15625000E+00,+2.28699994E+00
+33.00000E-03,+725.00002E-03,+2.00000000E+00,+1.78699994E+00
+33.01000E-03,+1.28750002E+00,+1.43750000E+00,+1.25574994E+00
+33.02000E-03,+2.10000002E+00,+1.09375000E+00,+1.06824994E+00
+33.03000E-03,+2.47500002E+00,+1.21875000E+00,+1.41199994E+00
+33.04000E-03,+2.10000002E+00,+1.75000000E+00,+1.97449994E+00
+33.05000E-03,+1.22500002E+00,+2.18750000E+00,+2.22449994E+00
+33.06000E-03,+693.75002E-03,+2.09375000E+00,+1.94324994E+00
+33.07000E-03,+1.06875002E+00,+1.53125000E+00,+1.34949994E+00
+33.08000E-03,+1.91250002E+00,+1.09375000E+00,+1.06824994E+00
+33.09000E-03,+2.50625002E+00,+1.18750000E+00,+1.31824994E+00
+33.10000E-03,+2.22500002E+00,+1.62500000E+00,+1.84949994E+00
+33.11000E-03,+1.41250002E+00,+2.12500000E+00,+2.19324994E+00
+33.12000E-03,+756.25002E-03,+2.09375000E+00,+2.00574994E+00
+33.13000E-03,+881.25002E-03,+1.65625000E+00,+1.44324994E+00
+33.14000E-03,+1.69375002E+00,+1.15625000E+00,+1.06824994E+00
+33.15000E-03,+2.41250002E+00,+1.15625000E+00,+1.19324994E+00
+33.16000E-03,+2.31875002E+00,+1.53125000E+00,+1.75574994E+00
+33.17000E-03,+1.60000002E+00,+2.06250000E+00,+2.19324994E+00
+33.18000E-03,+881.25002E-03,+2.09375000E+00,+2.09949994E+00
+33.19000E-03,+818.75002E-03,+1.75000000E+00,+1.56824994E+00
+33.20000E-03,+1.56875002E+00,+1.25000000E+00,+1.06824994E+00
+33.21000E-03,+2.35000002E+00,+1.12500000E+00,+1.16199994E+00
+33.22000E-03,+2.44375002E+00,+1.50000000E+00,+1.69324994E+00
+33.23000E-03,+1.69375002E+00,+2.00000000E+00,+2.13074994E+00
+33.24000E-03,+881.25002E-03,+2.15625000E+00,+2.13074994E+00
+33.25000E-03,+818.75002E-03,+1.81250000E+00,+1.63074994E+00
+33.26000E-03,+1.47500002E+00,+1.28125000E+00,+1.13074994E+00
+33.27000E-03,+2.25625002E+00,+1.09375000E+00,+1.16199994E+00
+33.28000E-03,+2.44375002E+00,+1.40625000E+00,+1.63074994E+00
+33.29000E-03,+1.81875002E+00,+1.93750000E+00,+2.09949994E+00
+33.30000E-03,+1.00625002E+00,+2.15625000E+00,+2.16199994E+00
+33.31000E-03,+756.25002E-03,+1.90625000E+00,+1.72449994E+00
+33.32000E-03,+1.35000002E+00,+1.37500000E+00,+1.22449994E+00
+33.33000E-03,+2.22500002E+00,+1.12500000E+00,+1.09949994E+00
+33.34000E-03,+2.47500002E+00,+1.37500000E+00,+1.50574994E+00
+33.35000E-03,+1.91250002E+00,+1.87500000E+00,+2.06824994E+00
+33.36000E-03,+1.00625002E+00,+2.15625000E+00,+2.16199994E+00
+33.37000E-03,+756.25002E-03,+1.93750000E+00,+1.78699994E+00
+33.38000E-03,+1.31875002E+00,+1.40625000E+00,+1.25574994E+00
+33.39000E-03,+2.19375002E+00,+1.12500000E+00,+1.13074994E+00
+33.40000E-03,+2.50625002E+00,+1.34375000E+00,+1.50574994E+00
+33.41000E-03,+1.94375002E+00,+1.78125000E+00,+2.00574994E+00
+33.42000E-03,+1.06875002E+00,+2.12500000E+00,+2.16199994E+00
+33.43000E-03,+756.25002E-03,+1.93750000E+00,+1.78699994E+00
+33.44000E-03,+1.28750002E+00,+1.46875000E+00,+1.25574994E+00
+33.45000E-03,+2.16250002E+00,+1.12500000E+00,+1.06824994E+00
+33.46000E-03,+2.50625002E+00,+1.31250000E+00,+1.47449994E+00
+33.47000E-03,+2.00625002E+00,+1.84375000E+00,+2.03699994E+00
+33.48000E-03,+1.10000002E+00,+2.15625000E+00,+2.19324994E+00
+33.49000E-03,+662.50002E-03,+1.93750000E+00,+1.81824994E+00
+33.50000E-03,+1.22500002E+00,+1.46875000E+00,+1.22449994E+00
+33.51000E-03,+2.13125002E+00,+1.12500000E+00,+1.13074994E+00
+33.52000E-03,+2.47500002E+00,+1.28125000E+00,+1.47449994E+00
+33.53000E-03,+2.00625002E+00,+1.78125000E+00,+2.00574994E+00
+33.54000E-03,+1.10000002E+00,+2.12500000E+00,+2.19324994E+00
+33.55000E-03,+662.50002E-03,+1.96875000E+00,+1.84949994E+00
+33.56000E-03,+1.22500002E+00,+1.46875000E+00,+1.31824994E+00
+33.57000E-03,+2.13125002E+00,+1.15625000E+00,+1.09949994E+00
+33.58000E-03,+2.47500002E+00,+1.28125000E+00,+1.44324994E+00
+33.59000E-03,+2.00625002E+00,+1.78125000E+00,+1.97449994E+00
+33.60000E-03,+1.06875002E+00,+2.12500000E+00,+2.16199994E+00
+33.61000E-03,+693.75002E-03,+1.96875000E+00,+1.81824994E+00
+33.62000E-03,+1.28750002E+00,+1.43750000E+00,+1.25574994E+00
+33.63000E-03,+2.16250002E+00,+1.12500000E+00,+1.09949994E+00
+33.64000E-03,+2.53750002E+00,+1.31250000E+00,+1.53699994E+00
+33.65000E-03,+1.97500002E+00,+1.81250000E+00,+2.00574994E+00
+33.66000E-03,+1.06875002E+00,+2.15625000E+00,+2.13074994E+00
+33.67000E-03,+725.00002E-03,+1.90625000E+00,+1.81824994E+00
+33.68000E-03,+1.28750002E+00,+1.43750000E+00,+1.25574994E+00
+33.69000E-03,+2.22500002E+00,+1.12500000E+00,+1.09949994E+00
+33.70000E-03,+2.50625002E+00,+1.34375000E+00,+1.50574994E+00
+33.71000E-03,+1.91250002E+00,+1.84375000E+00,+1.97449994E+00
+33.72000E-03,+1.03750002E+00,+2.15625000E+00,+2.13074994E+00
+33.73000E-03,+756.25002E-03,+1.87500000E+00,+1.75574994E+00
+33.74000E-03,+1.31875002E+00,+1.37500000E+00,+1.28699994E+00
