x-axis,1,2,3
+33.75000E-03,+2.22500002E+00,+1.15625000E+00,+1.13074994E+00
+33.76000E-03,+2.44375002E+00,+1.37500000E+00,+1.56824994E+00
+33.77000E-03,+1.81875002E+00,+1.87500000E+00,+2.03699994E+00
+33.78000E-03,+943.75002E-03,+2.09375000E+00,+2.13074994E+00
+33.79000E-03,+787.50002E-03,+1.84375000E+00,+1.69324994E+00
+33.80000E-03,+1.44375002E+00,+1.37500000E+00,+1.25574994E+00
+33.81000E-03,+2.28750002E+00,+1.15625000E+00,+1.19324994E+00
+33.82000E-03,+2.44375002E+00,+1.43750000E+00,+1.59949994E+00
+33.83000E-03,+1.75625002E+00,+1.90625000E+00,+2.06824994E+00
+33.84000E-03,+912.50002E-03,+2.12500000E+00,+2.09949994E+00
+33.85000E-03,+818.75002E-03,+1.81250000E+00,+1.66199994E+00
+33.86000E-03,+1.56875002E+00,+1.34375000E+00,+1.19324994E+00
+33.87000E-03,+2.38125002E+00,+1.15625000E+00,+1.19324994E+00
+33.88000E-03,+2.35000002E+00,+1.50000000E+00,+1.66199994E+00
+33.89000E-03,+1.63125002E+00,+1.93750000E+00,+2.06824994E+00
+33.90000E-03,+818.75002E-03,+2.09375000E+00,+2.06824994E+00
+33.91000E-03,+850.00002E-03,+1.75000000E+00,+1.59949994E+00
+33.92000E-03,+1.69375002E+00,+1.25000000E+00,+1.16199994E+00
+33.93000E-03,+2.41250002E+00,+1.15625000E+00,+1.25574994E+00
+33.94000E-03,+2.31875002E+00,+1.56250000E+00,+1.75574994E+00
+33.95000E-03,+1.44375002E+00,+2.00000000E+00,+2.13074994E+00
+33.96000E-03,+787.50002E-03,+2.09375000E+00,+2.00574994E+00
+33.97000E-03,+975.00002E-03,+1.65625000E+00,+1.50574994E+00
+33.98000E-03,+1.85000002E+00,+1.21875000E+00,+1.19324994E+00
+33.99000E-03,+2.47500002E+00,+1.21875000E+00,+1.31824994E+00
+34.00000E-03,+2.22500002E+00,+1.62500000E+00,+1.84949994E+00
+34.01000E-03,+1.35000002E+00,+2.03125000E+00,+2.13074994E+00
+34.02000E-03,+756.25002E-03,+2.00000000E+00,+1.88074994E+00
+34.03000E-03,+1.06875002E+00,+1.59375000E+00,+1.38074994E+00
+34.04000E-03,+2.00625002E+00,+1.18750000E+00,+1.16199994E+00
+34.05000E-03,+2.53750002E+00,+1.31250000E+00,+1.38074994E+00
+34.06000E-03,+2.03750002E+00,+1.71875000E+00,+1.91199994E+00
+34.07000E-03,+1.16250002E+00,+2.06250000E+00,+2.13074994E+00
+34.08000E-03,+693.75002E-03,+1.96875000E+00,+1.78699994E+00
+34.09000E-03,+1.25625002E+00,+1.46875000E+00,+1.28699994E+00
+34.10000E-03,+2.16250002E+00,+1.15625000E+00,+1.16199994E+00
+34.11000E-03,+2.53750002E+00,+1.40625000E+00,+1.50574994E+00
+34.12000E-03,+1.88125002E+00,+1.81250000E+00,+2.00574994E+00
+34.13000E-03,+943.75002E-03,+2.12500000E+00,+2.06824994E+00
+34.14000E-03,+756.25002E-03,+1.87500000E+00,+1.69324994E+00
+34.15000E-03,+1.47500002E+00,+1.37500000E+00,+1.22449994E+00
+34.16000E-03,+2.31875002E+00,+1.15625000E+00,+1.16199994E+00
+34.17000E-03,+2.41250002E+00,+1.46875000E+00,+1.63074994E+00
+34.18000E-03,+1.66250002E+00,+1.96875000E+00,+2.06824994E+00
+34.19000E-03,+818.75002E-03,+2.06250000E+00,+2.03699994E+00
+34.20000E-03,+818.75002E-03,+1.75000000E+00,+1.56824994E+00
+34.21000E-03,+1.69375002E+00,+1.28125000E+00,+1.19324994E+00
+34.22000E-03,+2.41250002E+00,+1.21875000E+00,+1.25574994E+00
+34.23000E-03,+2.31875002E+00,+1.59375000E+00,+1.72449994E+00
+34.24000E-03,+1.38125002E+00,+2.00000000E+00,+2.09949994E+00
+34.25000E-03,+756.25002E-03,+2.03125000E+00,+1.94324994E+00
+34.26000E-03,+1.00625002E+00,+1.59375000E+00,+1.44324994E+00
+34.27000E-03,+1.97500002E+00,+1.18750000E+00,+1.13074994E+00
+34.28000E-03,+2.50625002E+00,+1.28125000E+00,+1.34949994E+00
+34.29000E-03,+2.06875002E+00,+1.68750000E+00,+1.91199994E+00
+34.30000E-03,+1.13125002E+00,+2.06250000E+00,+2.13074994E+00
+34.31000E-03,+756.25002E-03,+1.90625000E+00,+1.78699994E+00
+34.32000E-03,+1.25625002E+00,+1.46875000E+00,+1.28699994E+00
+34.33000E-03,+2.22500002E+00,+1.18750000E+00,+1.16199994E+00
+34.34000E-03,+2.44375002E+00,+1.40625000E+00,+1.50574994E+00
+34.35000E-03,+1.81875002E+00,+1.84375000E+00,+2.00574994E+00
+34.36000E-03,+975.00002E-03,+2.06250000E+00,+2.06824994E+00
+34.37000E-03,+756.25002E-03,+1.84375000E+00,+1.69324994E+00
+34.38000E-03,+1.53750002E+00,+1.37500000E+00,+1.19324994E+00
+34.39000E-03,+2.38125002E+00,+1.18750000E+00,+1.22449994E+00
+34.40000E-03,+2.38125002E+00,+1.50000000E+00,+1.69324994E+00
+34.41000E-03,+1.53750002E+00,+2.00000000E+00,+2.09949994E+00
+34.42000E-03,+787.50002E-03,+2.06250000E+00,+1.97449994E+00
+34.43000E-03,+975.00002E-03,+1.68750000E+00,+1.47449994E+00
+34.44000E-03,+1.88125002E+00,+1.25000000E+00,+1.16199994E+00
+34.45000E-03,+2.47500002E+00,+1.28125000E+00,+1.34949994E+00
+34.46000E-03,+2.10000002E+00,+1.62500000E+00,+1.84949994E+00
+34.47000E-03,+1.19375002E+00,+2.03125000E+00,+2.06824994E+00
+34.48000E-03,+725.00002E-03,+1.96875000E+00,+1.88074994E+00
+34.49000E-03,+1.25625002E+00,+1.53125000E+00,+1.31824994E+00
+34.50000E-03,+2.22500002E+00,+1.21875000E+00,+1.16199994E+00
+34.51000E-03,+2.50625002E+00,+1.34375000E+00,+1.53699994E+00
+34.52000E-03,+1.78750002E+00,+1.84375000E+00,+2.03699994E+00
+34.53000E-03,+912.50002E-03,+2.06250000E+00,+2.03699994E+00
+34.54000E-03,+787.50002E-03,+1.81250000E+00,+1.69324994E+00
+34.55000E-03,+1.56875002E+00,+1.37500000E+00,+1.22449994E+00
+34.56000E-03,+2.41250002E+00,+1.18750000E+00,+1.25574994E+00
+34.57000E-03,+2.35000002E+00,+1.53125000E+00,+1.69324994E+00
+34.58000E-03,+1.44375002E+00,+2.00000000E+00,+2.06824994E+00
+34.59000E-03,+787.50002E-03,+2.00000000E+00,+1.97449994E+00
+34.60000E-03,+1.00625002E+00,+1.62500000E+00,+1.47449994E+00
+34.61000E-03,+1.97500002E+00,+1.25000000E+00,+1.16199994E+00
+34.62000E-03,+2.50625002E+00,+1.25000000E+00,+1.38074994E+00
+34.63000E-03,+2.06875002E+00,+1.71875000E+00,+1.88074994E+00
+34.64000E-03,+1.10000002E+00,+2.03125000E+00,+2.09949994E+00
+34.65000E-03,+693.75002E-03,+1.90625000E+00,+1.81824994E+00
+34.66000E-03,+1.35000002E+00,+1.46875000E+00,+1.31824994E+00
+34.67000E-03,+2.25625002E+00,+1.18750000E+00,+1.19324994E+00
+34.68000E-03,+2.44375002E+00,+1.43750000E+00,+1.59949994E+00
+34.69000E-03,+1.66250002E+00,+1.93750000E+00,+2.03699994E+00
+34.70000E-03,+818.75002E-03,+2.03125000E+00,+2.00574994E+00
+34.71000E-03,+912.50002E-03,+1.75000000E+00,+1.56824994E+00
+34.72000E-03,+1.78750002E+00,+1.31250000E+00,+1.16199994E+00
+34.73000E-03,+2.44375002E+00,+1.25000000E+00,+1.31824994E+00
+34.74000E-03,+2.19375002E+00,+1.59375000E+00,+1.81824994E+00
+34.75000E-03,+1.25625002E+00,+2.00000000E+00,+2.09949994E+00
+34.76000E-03,+725.00002E-03,+1.96875000E+00,+1.84949994E+00
+34.77000E-03,+1.22500002E+00,+1.56250000E+00,+1.38074994E+00
+34.78000E-03,+2.16250002E+00,+1.21875000E+00,+1.19324994E+00
+34.79000E-03,+2.47500002E+00,+1.37500000E+00,+1.50574994E+00
+34.80000E-03,+1.78750002E+00,+1.84375000E+00,+1.97449994E+00
+34.81000E-03,+881.25002E-03,+2.03125000E+00,+2.06824994E+00
+34.82000E-03,+787.50002E-03,+1.78125000E+00,+1.63074994E+00
+34.83000E-03,+1.66250002E+00,+1.34375000E+00,+1.19324994E+00
+34.84000E-03,+2.47500002E+00,+1.21875000E+00,+1.28699994E+00
+34.85000E-03,+2.25625002E+00,+1.56250000E+00,+1.75574994E+00
+34.86000E-03,+1.31875002E+00,+2.00000000E+00,+2.09949994E+00
+34.87000E-03,+756.25002E-03,+2.00000000E+00,+1.91199994E+00
+34.88000E-03,+1.13125002E+00,+1.59375000E+00,+1.41199994E+00
+34.89000E-03,+2.10000002E+00,+1.21875000E+00,+1.16199994E+00
+34.90000E-03,+2.53750002E+00,+1.34375000E+00,+1.47449994E+00
+34.91000E-03,+1.88125002E+00,+1.75000000E+00,+1.94324994E+00
+34.92000E-03,+912.50002E-03,+2.06250000E+00,+2.06824994E+00
+34.93000E-03,+756.25002E-03,+1.81250000E+00,+1.69324994E+00
+34.94000E-03,+1.56875002E+00,+1.34375000E+00,+1.22449994E+00
+34.95000E-03,+2.44375002E+00,+1.25000000E+00,+1.25574994E+00
+34.96000E-03,+2.28750002E+00,+1.53125000E+00,+1.75574994E+00
+34.97000E-03,+1.41250002E+00,+1.96875000E+00,+2.06824994E+00
+34.98000E-03,+725.00002E-03,+1.96875000E+00,+1.94324994E+00
+34.99000E-03,+1.10000002E+00,+1.59375000E+00,+1.41199994E+00
+35.00000E-03,+2.03750002E+00,+1.25000000E+00,+1.19324994E+00
+35.01000E-03,+2.53750002E+00,+1.31250000E+00,+1.47449994E+00
+35.02000E-03,+1.91250002E+00,+1.78125000E+00,+1.94324994E+00
+35.03000E-03,+943.75002E-03,+2.06250000E+00,+2.06824994E+00
+35.04000E-03,+787.50002E-03,+1.84375000E+00,+1.69324994E+00
+35.05000E-03,+1.63125002E+00,+1.37500000E+00,+1.22449994E+00
+35.06000E-03,+2.41250002E+00,+1.21875000E+00,+1.25574994E+00
+35.07000E-03,+2.25625002E+00,+1.53125000E+00,+1.72449994E+00
+35.08000E-03,+1.38125002E+00,+1.93750000E+00,+2.03699994E+00
+35.09000E-03,+756.25002E-03,+2.00000000E+00,+1.88074994E+00
+35.10000E-03,+1.16250002E+00,+1.56250000E+00,+1.44324994E+00
+35.11000E-03,+2.06875002E+00,+1.21875000E+00,+1.22449994E+00
+35.12000E-03,+2.50625002E+00,+1.34375000E+00,+1.50574994E+00
+35.13000E-03,+1.81875002E+00,+1.78125000E+00,+1.97449994E+00
+35.14000E-03,+912.50002E-03,+2.06250000E+00,+2.03699994E+00
+35.15000E-03,+818.75002E-03,+1.78125000E+00,+1.66199994E+00
+35.16000E-03,+1.66250002E+00,+1.34375000E+00,+1.25574994E+00
+35.17000E-03,+2.44375002E+00,+1.25000000E+00,+1.31824994E+00
+35.18000E-03,+2.22500002E+00,+1.62500000E+00,+1.75574994E+00
+35.19000E-03,+1.28750002E+00,+1.96875000E+00,+2.06824994E+00
+35.20000E-03,+725.00002E-03,+1.93750000E+00,+1.84949994E+00
+35.21000E-03,+1.22500002E+00,+1.53125000E+00,+1.34949994E+00
+35.22000E-03,+2.19375002E+00,+1.25000000E+00,+1.19324994E+00
+35.23000E-03,+2.47500002E+00,+1.43750000E+00,+1.56824994E+00
+35.24000E-03,+1.69375002E+00,+1.84375000E+00,+1.97449994E+00
+35.25000E-03,+818.75002E-03,+2.03125000E+00,+1.97449994E+00
+35.26000E-03,+881.25002E-03,+1.68750000E+00,+1.59949994E+00
+35.27000E-03,+1.85000002E+00,+1.31250000E+00,+1.22449994E+00
+35.28000E-03,+2.50625002E+00,+1.28125000E+00,+1.34949994E+00
+35.29000E-03,+2.13125002E+00,+1.65625000E+00,+1.81824994E+00
+35.30000E-03,+1.13125002E+00,+2.03125000E+00,+2.03699994E+00
+35.31000E-03,+725.00002E-03,+1.93750000E+00,+1.75574994E+00
+35.32000E-03,+1.41250002E+00,+1.46875000E+00,+1.31824994E+00
+35.33000E-03,+2.31875002E+00,+1.25000000E+00,+1.19324994E+00
+35.34000E-03,+2.38125002E+00,+1.46875000E+00,+1.66199994E+00
+35.35000E-03,+1.50625002E+00,+1.93750000E+00,+2.03699994E+00
+35.36000E-03,+756.25002E-03,+2.00000000E+00,+1.97449994E+00
+35.37000E-03,+1.00625002E+00,+1.65625000E+00,+1.47449994E+00
+35.38000E-03,+2.00625002E+00,+1.28125000E+00,+1.19324994E+00
+35.39000E-03,+2.53750002E+00,+1.34375000E+00,+1.41199994E+00
+35.40000E-03,+1.97500002E+00,+1.75000000E+00,+1.91199994E+00
+35.41000E-03,+975.00002E-03,+2.03125000E+00,+2.03699994E+00
+35.42000E-03,+787.50002E-03,+1.81250000E+00,+1.66199994E+00
+35.43000E-03,+1.56875002E+00,+1.37500000E+00,+1.25574994E+00
+35.44000E-03,+2.47500002E+00,+1.28125000E+00,+1.28699994E+00
+35.45000E-03,+2.22500002E+00,+1.56250000E+00,+1.75574994E+00
+35.46000E-03,+1.28750002E+00,+1.96875000E+00,+2.09949994E+00
+35.47000E-03,+693.75002E-03,+1.96875000E+00,+1.84949994E+00
+35.48000E-03,+1.28750002E+00,+1.53125000E+00,+1.34949994E+00
+35.49000E-03,+2.22500002E+00,+1.28125000E+00,+1.22449994E+00
+35.50000E-03,+2.44375002E+00,+1.43750000E+00,+1.50574994E+00
+35.51000E-03,+1.69375002E+00,+1.84375000E+00,+2.03699994E+00
+35.52000E-03,+787.50002E-03,+2.00000000E+00,+1.97449994E+00
+35.53000E-03,+975.00002E-03,+1.71875000E+00,+1.53699994E+00
+35.54000E-03,+1.88125002E+00,+1.28125000E+00,+1.19324994E+00
+35.55000E-03,+2.47500002E+00,+1.31250000E+00,+1.38074994E+00
+35.56000E-03,+2.00625002E+00,+1.68750000E+00,+1.84949994E+00
+35.57000E-03,+975.00002E-03,+2.00000000E+00,+2.03699994E+00
+35.58000E-03,+756.25002E-03,+1.84375000E+00,+1.72449994E+00
+35.59000E-03,+1.56875002E+00,+1.43750000E+00,+1.28699994E+00
+35.60000E-03,+2.41250002E+00,+1.21875000E+00,+1.31824994E+00
+35.61000E-03,+2.28750002E+00,+1.56250000E+00,+1.69324994E+00
+35.62000E-03,+1.35000002E+00,+1.93750000E+00,+2.09949994E+00
+35.63000E-03,+693.75002E-03,+1.96875000E+00,+1.88074994E+00
+35.64000E-03,+1.25625002E+00,+1.56250000E+00,+1.38074994E+00
+35.65000E-03,+2.19375002E+00,+1.25000000E+00,+1.22449994E+00
+35.66000E-03,+2.44375002E+00,+1.43750000E+00,+1.56824994E+00
+35.67000E-03,+1.66250002E+00,+1.87500000E+00,+1.97449994E+00
+35.68000E-03,+787.50002E-03,+2.03125000E+00,+1.97449994E+00
+35.69000E-03,+943.75002E-03,+1.68750000E+00,+1.56824994E+00
+35.70000E-03,+1.94375002E+00,+1.34375000E+00,+1.19324994E+00
+35.71000E-03,+2.53750002E+00,+1.31250000E+00,+1.38074994E+00
+35.72000E-03,+2.00625002E+00,+1.71875000E+00,+1.84949994E+00
+35.73000E-03,+1.00625002E+00,+2.00000000E+00,+2.03699994E+00
+35.74000E-03,+787.50002E-03,+1.84375000E+00,+1.69324994E+00
+35.75000E-03,+1.60000002E+00,+1.37500000E+00,+1.28699994E+00
+35.76000E-03,+2.44375002E+00,+1.28125000E+00,+1.28699994E+00
+35.77000E-03,+2.22500002E+00,+1.59375000E+00,+1.75574994E+00
+35.78000E-03,+1.28750002E+00,+1.93750000E+00,+2.00574994E+00
+35.79000E-03,+725.00002E-03,+1.93750000E+00,+1.84949994E+00
+35.80000E-03,+1.28750002E+00,+1.50000000E+00,+1.34949994E+00
+35.81000E-03,+2.28750002E+00,+1.25000000E+00,+1.19324994E+00
+35.82000E-03,+2.41250002E+00,+1.46875000E+00,+1.63074994E+00
+35.83000E-03,+1.50625002E+00,+1.90625000E+00,+2.03699994E+00
+35.84000E-03,+693.75002E-03,+2.00000000E+00,+1.94324994E+00
+35.85000E-03,+1.03750002E+00,+1.62500000E+00,+1.47449994E+00
+35.86000E-03,+2.03750002E+00,+1.28125000E+00,+1.25574994E+00
+35.87000E-03,+2.50625002E+00,+1.37500000E+00,+1.47449994E+00
+35.88000E-03,+1.81875002E+00,+1.75000000E+00,+1.94324994E+00
+35.89000E-03,+881.25002E-03,+2.00000000E+00,+1.97449994E+00
+35.90000E-03,+850.00002E-03,+1.75000000E+00,+1.59949994E+00
+35.91000E-03,+1.81875002E+00,+1.31250000E+00,+1.22449994E+00
+35.92000E-03,+2.44375002E+00,+1.31250000E+00,+1.38074994E+00
+35.93000E-03,+2.03750002E+00,+1.68750000E+00,+1.81824994E+00
+35.94000E-03,+1.03750002E+00,+2.00000000E+00,+2.03699994E+00
+35.95000E-03,+787.50002E-03,+1.84375000E+00,+1.72449994E+00
+35.96000E-03,+1.53750002E+00,+1.43750000E+00,+1.28699994E+00
+35.97000E-03,+2.41250002E+00,+1.25000000E+00,+1.31824994E+00
+35.98000E-03,+2.25625002E+00,+1.59375000E+00,+1.72449994E+00
+35.99000E-03,+1.28750002E+00,+1.96875000E+00,+1.97449994E+00
+36.00000E-03,+693.75002E-03,+1.93750000E+00,+1.81824994E+00
+36.01000E-03,+1.25625002E+00,+1.53125000E+00,+1.38074994E+00
+36.02000E-03,+2.31875002E+00,+1.25000000E+00,+1.25574994E+00
+36.03000E-03,+2.41250002E+00,+1.46875000E+00,+1.59949994E+00
+36.04000E-03,+1.53750002E+00,+1.90625000E+00,+2.03699994E+00
+36.05000E-03,+725.00002E-03,+1.96875000E+00,+1.91199994E+00
+36.06000E-03,+1.03750002E+00,+1.62500000E+00,+1.47449994E+00
+36.07000E-03,+2.10000002E+00,+1.31250000E+00,+1.22449994E+00
+36.08000E-03,+2.47500002E+00,+1.37500000E+00,+1.50574994E+00
+36.09000E-03,+1.72500002E+00,+1.78125000E+00,+1.94324994E+00
+36.10000E-03,+818.75002E-03,+2.00000000E+00,+1.97449994E+00
+36.11000E-03,+943.75002E-03,+1.71875000E+00,+1.56824994E+00
+36.12000E-03,+1.91250002E+00,+1.34375000E+00,+1.25574994E+00
+36.13000E-03,+2.50625002E+00,+1.34375000E+00,+1.41199994E+00
+36.14000E-03,+1.94375002E+00,+1.68750000E+00,+1.88074994E+00
+36.15000E-03,+943.75002E-03,+1.96875000E+00,+2.00574994E+00
+36.16000E-03,+818.75002E-03,+1.81250000E+00,+1.66199994E+00
+36.17000E-03,+1.69375002E+00,+1.37500000E+00,+1.28699994E+00
+36.18000E-03,+2.47500002E+00,+1.28125000E+00,+1.34949994E+00
+36.19000E-03,+2.13125002E+00,+1.62500000E+00,+1.78699994E+00
+36.20000E-03,+1.10000002E+00,+1.96875000E+00,+2.03699994E+00
+36.21000E-03,+725.00002E-03,+1.84375000E+00,+1.78699994E+00
+36.22000E-03,+1.47500002E+00,+1.43750000E+00,+1.31824994E+00
+36.23000E-03,+2.44375002E+00,+1.28125000E+00,+1.28699994E+00
+36.24000E-03,+2.28750002E+00,+1.56250000E+00,+1.72449994E+00
+36.25000E-03,+1.28750002E+00,+1.93750000E+00,+2.00574994E+00
+36.26000E-03,+756.25002E-03,+1.90625000E+00,+1.88074994E+00
+36.27000E-03,+1.35000002E+00,+1.53125000E+00,+1.38074994E+00
+36.28000E-03,+2.31875002E+00,+1.25000000E+00,+1.25574994E+00
+36.29000E-03,+2.38125002E+00,+1.46875000E+00,+1.63074994E+00
+36.30000E-03,+1.44375002E+00,+1.87500000E+00,+2.00574994E+00
+36.31000E-03,+725.00002E-03,+1.93750000E+00,+1.91199994E+00
+36.32000E-03,+1.16250002E+00,+1.62500000E+00,+1.44324994E+00
+36.33000E-03,+2.16250002E+00,+1.28125000E+00,+1.19324994E+00
+36.34000E-03,+2.44375002E+00,+1.43750000E+00,+1.53699994E+00
+36.35000E-03,+1.66250002E+00,+1.81250000E+00,+1.94324994E+00
+36.36000E-03,+787.50002E-03,+1.93750000E+00,+1.94324994E+00
+36.37000E-03,+1.00625002E+00,+1.68750000E+00,+1.53699994E+00
+36.38000E-03,+2.03750002E+00,+1.31250000E+00,+1.28699994E+00
+36.39000E-03,+2.44375002E+00,+1.37500000E+00,+1.47449994E+00
+36.40000E-03,+1.81875002E+00,+1.75000000E+00,+1.91199994E+00
+36.41000E-03,+818.75002E-03,+2.00000000E+00,+1.97449994E+00
+36.42000E-03,+912.50002E-03,+1.68750000E+00,+1.56824994E+00
+36.43000E-03,+1.85000002E+00,+1.34375000E+00,+1.25574994E+00
+36.44000E-03,+2.50625002E+00,+1.31250000E+00,+1.41199994E+00
+36.45000E-03,+1.97500002E+00,+1.71875000E+00,+1.91199994E+00
+36.46000E-03,+975.00002E-03,+1.96875000E+00,+2.00574994E+00
+36.47000E-03,+818.75002E-03,+1.81250000E+00,+1.69324994E+00
+36.48000E-03,+1.75625002E+00,+1.37500000E+00,+1.28699994E+00
+36.49000E-03,+2.47500002E+00,+1.31250000E+00,+1.38074994E+00
+36.50000E-03,+2.10000002E+00,+1.65625000E+00,+1.88074994E+00
+36.51000E-03,+1.06875002E+00,+1.93750000E+00,+2.00574994E+00
+36.52000E-03,+756.25002E-03,+1.84375000E+00,+1.66199994E+00
+36.53000E-03,+1.60000002E+00,+1.43750000E+00,+1.28699994E+00
+36.54000E-03,+2.41250002E+00,+1.28125000E+00,+1.34949994E+00
+36.55000E-03,+2.16250002E+00,+1.56250000E+00,+1.75574994E+00
+36.56000E-03,+1.13125002E+00,+1.93750000E+00,+2.00574994E+00
+36.57000E-03,+756.25002E-03,+1.84375000E+00,+1.78699994E+00
+36.58000E-03,+1.50625002E+00,+1.43750000E+00,+1.28699994E+00
+36.59000E-03,+2.38125002E+00,+1.25000000E+00,+1.28699994E+00
+36.60000E-03,+2.28750002E+00,+1.56250000E+00,+1.75574994E+00
+36.61000E-03,+1.22500002E+00,+1.93750000E+00,+1.97449994E+00
+36.62000E-03,+693.75002E-03,+1.90625000E+00,+1.81824994E+00
+36.63000E-03,+1.41250002E+00,+1.50000000E+00,+1.34949994E+00
+36.64000E-03,+2.35000002E+00,+1.28125000E+00,+1.28699994E+00
+36.65000E-03,+2.31875002E+00,+1.53125000E+00,+1.66199994E+00
+36.66000E-03,+1.31875002E+00,+1.90625000E+00,+2.00574994E+00
+36.67000E-03,+693.75002E-03,+1.93750000E+00,+1.81824994E+00
+36.68000E-03,+1.31875002E+00,+1.53125000E+00,+1.38074994E+00
+36.69000E-03,+2.31875002E+00,+1.31250000E+00,+1.28699994E+00
+36.70000E-03,+2.35000002E+00,+1.50000000E+00,+1.63074994E+00
+36.71000E-03,+1.41250002E+00,+1.87500000E+00,+2.00574994E+00
+36.72000E-03,+725.00002E-03,+1.93750000E+00,+1.84949994E+00
+36.73000E-03,+1.22500002E+00,+1.53125000E+00,+1.44324994E+00
+36.74000E-03,+2.25625002E+00,+1.31250000E+00,+1.25574994E+00
+36.75000E-03,+2.38125002E+00,+1.43750000E+00,+1.63074994E+00
+36.76000E-03,+1.47500002E+00,+1.84375000E+00,+1.97449994E+00
+36.77000E-03,+725.00002E-03,+1.93750000E+00,+1.91199994E+00
+36.78000E-03,+1.16250002E+00,+1.62500000E+00,+1.44324994E+00
+36.79000E-03,+2.25625002E+00,+1.28125000E+00,+1.28699994E+00
+36.80000E-03,+2.41250002E+00,+1.40625000E+00,+1.56824994E+00
+36.81000E-03,+1.56875002E+00,+1.84375000E+00,+1.97449994E+00
+36.82000E-03,+756.25002E-03,+1.93750000E+00,+1.91199994E+00
+36.83000E-03,+1.10000002E+00,+1.62500000E+00,+1.50574994E+00
+36.84000E-03,+2.13125002E+00,+1.31250000E+00,+1.25574994E+00
+36.85000E-03,+2.47500002E+00,+1.43750000E+00,+1.56824994E+00
+36.86000E-03,+1.63125002E+00,+1.84375000E+00,+1.97449994E+00
+36.87000E-03,+756.25002E-03,+1.96875000E+00,+1.94324994E+00
+36.88000E-03,+1.10000002E+00,+1.62500000E+00,+1.50574994E+00
+36.89000E-03,+2.16250002E+00,+1.34375000E+00,+1.25574994E+00
+36.90000E-03,+2.50625002E+00,+1.40625000E+00,+1.53699994E+00
+36.91000E-03,+1.66250002E+00,+1.81250000E+00,+1.94324994E+00
+36.92000E-03,+818.75002E-03,+1.96875000E+00,+1.91199994E+00
+36.93000E-03,+1.03750002E+00,+1.68750000E+00,+1.53699994E+00
+36.94000E-03,+2.06875002E+00,+1.31250000E+00,+1.25574994E+00
+36.95000E-03,+2.50625002E+00,+1.43750000E+00,+1.53699994E+00
+36.96000E-03,+1.69375002E+00,+1.78125000E+00,+1.91199994E+00
+36.97000E-03,+787.50002E-03,+2.00000000E+00,+1.97449994E+00
+36.98000E-03,+1.00625002E+00,+1.65625000E+00,+1.50574994E+00
+36.99000E-03,+2.06875002E+00,+1.31250000E+00,+1.28699994E+00
+37.00000E-03,+2.47500002E+00,+1.40625000E+00,+1.50574994E+00
+37.01000E-03,+1.69375002E+00,+1.75000000E+00,+1.91199994E+00
+37.02000E-03,+756.25002E-03,+1.96875000E+00,+1.94324994E+00
+37.03000E-03,+1.03750002E+00,+1.68750000E+00,+1.56824994E+00
+37.04000E-03,+2.06875002E+00,+1.34375000E+00,+1.28699994E+00
+37.05000E-03,+2.47500002E+00,+1.37500000E+00,+1.50574994E+00
+37.06000E-03,+1.72500002E+00,+1.78125000E+00,+1.91199994E+00
+37.07000E-03,+818.75002E-03,+1.93750000E+00,+1.94324994E+00
